 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -1.1716 -1.0766 -0.9904 -0.9086 -0.8261 -0.6277 -0.4686 -0.3505 -0.2674 -0.2116
 -0.1731 -0.1426 -0.1156 -0.0907 -0.0672 -0.0426 -0.0193 -0.0003  0.0118  0.0151
  0.0084
 -2.7506 -2.4900 -2.2689 -2.0729 -1.8976 -1.7415 -1.6027 -1.4772 -1.3616 -1.2532
 -1.1514 -1.0564 -0.9682 -0.8862 -0.8089 -0.6257 -0.4670 -0.3469 -0.2622 -0.2062
 -0.1706 -0.1459 -0.1256 -0.1069 -0.0889 -0.0712 -0.0541 -0.0394 -0.0273 -0.0176
 -0.0100
 -2.7827 -2.5038 -2.2706 -2.0678 -1.8853 -1.7230 -1.5793 -1.4521 -1.3379 -1.2330
 -1.1351 -1.0431 -0.9564 -0.8748 -0.7979 -0.6226 -0.4691 -0.3468 -0.2590 -0.2004
 -0.1645 -0.1430 -0.1285 -0.1166 -0.1051 -0.0934 -0.0813 -0.0690 -0.0572 -0.0468
 -0.0372
 -2.8397 -2.5457 -2.2990 -2.0850 -1.8930 -1.7214 -1.5696 -1.4357 -1.3181 -1.2131
 -1.1174 -1.0285 -0.9447 -0.8654 -0.7901 -0.6185 -0.4698 -0.3480 -0.2572 -0.1953
 -0.1570 -0.1357 -0.1245 -0.1183 -0.1136 -0.1087 -0.1030 -0.0962 -0.0887 -0.0812
 -0.0748
 -2.9182 -2.6159 -2.3541 -2.1238 -1.9201 -1.7387 -1.5769 -1.4335 -1.3075 -1.1972
 -1.0999 -1.0120 -0.9307 -0.8541 -0.7814 -0.6147 -0.4693 -0.3488 -0.2563
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.9720 -3.7360 -3.3728 -3.0222 -2.7051 -2.4359 -2.2210 -2.0277 -1.8446 -1.6716
 -1.5096 -1.3618 -1.2292 -1.1106 -1.0036 -0.7747 -0.5815 -0.4141 -0.2759
 -3.4645 -3.3493 -3.2121 -2.9166 -2.6085 -2.3329 -2.1038 -1.9098 -1.7300 -1.5614
 -1.4038 -1.2606 -1.1325 -1.0186 -0.9168 -0.7035 -0.5296 -0.3834 -0.2630 -0.1680
 -3.2545 -3.0003 -2.8501 -2.7640 -2.5490 -2.2797 -2.0374 -1.8352 -1.6583 -1.4947
 -1.3417 -1.2021 -1.0769 -0.9655 -0.8663 -0.6607 -0.4975 -0.3643 -0.2564 -0.1714
 -0.1039
 -3.1468 -2.8670 -2.6354 -2.4596 -2.3542 -2.2293 -2.0125 -1.7973 -1.6151 -1.4551
 -1.3066 -1.1701 -1.0472 -0.9375 -0.8395 -0.6372 -0.4792 -0.3536 -0.2542 -0.1767
 -0.1150 -0.0637
 -3.0795 -2.7960 -2.5500 -2.3382 -2.1588 -2.0183 -1.9171 -1.7797 -1.5987 -1.4326
 -1.2875 -1.1542 -1.0331 -0.9246 -0.8274 -0.6259 -0.4698 -0.3481 -0.2542 -0.1825
 -0.1262 -0.0792 -0.0386 -0.0022
 -3.0466 -2.7549 -2.5029 -2.2835 -2.0885 -1.9172 -1.7701 -1.6493 -1.5479 -1.4220
 -1.2805 -1.1479 -1.0279 -0.9205 -0.8239 -0.6221 -0.4657 -0.3455 -0.2547 -0.1873
 -0.1360 -0.0939 -0.0571 -0.0247  0.0052  0.0309  0.0503  0.0618  0.0649  0.0612
 -3.0496 -2.7437 -2.4795 -2.2528 -2.0556 -1.8812 -1.7233 -1.5790 -1.4518 -1.3455
 -1.2492 -1.1433 -1.0297 -0.9217 -0.8248 -0.6230 -0.4649 -0.3441 -0.2546 -0.1899
 -0.1431 -0.1062 -0.0743 -0.0456 -0.0197  0.0050  0.0262  0.0415  0.0486  0.0466
  0.0367
 -3.0826 -2.7642 -2.4834 -2.2423 -2.0366 -1.8583 -1.7003 -1.5558 -1.4222 -1.3002
 -1.1929 -1.1007 -1.0132 -0.9223 -0.8297 -0.6262 -0.4663 -0.3434 -0.2533 -0.1898
 -0.1461 -0.1144 -0.0880 -0.0645 -0.0425 -0.0222 -0.0021  0.0151  0.0264  0.0292
  0.0219
 -3.1469 -2.8107 -2.5150 -2.2559 -2.0341 -1.8460 -1.6839 -1.5399 -1.4082 -1.2858
 -1.1730 -1.0717 -0.9817 -0.9003 -0.8219 -0.6296 -0.4677 -0.3422 -0.2504 -0.1864
 -0.1443 -0.1166 -0.0962 -0.0786 -0.0621 -0.0462 -0.0313 -0.0188 -0.0089 -0.0013
  0.0042
 -3.2434 -2.8904 -2.5784 -2.3034 -2.0623 -1.8564 -1.6824 -1.5329 -1.4009 -1.2804
 -1.1688 -1.0659 -0.9718 -0.8866 -0.8089 -0.6328 -0.4729 -0.3442 -0.2491 -0.1828
 -0.1398 -0.1141 -0.0984 -0.0870 -0.0768 -0.0666 -0.0566 -0.0465 -0.0369 -0.0290
 -0.0241
 -3.3633 -2.9892 -2.6655 -2.3778 -2.1215 -1.8957 -1.7025 -1.5393 -1.3999 -1.2774
 -1.1667 -1.0649 -0.9708 -0.8839 -0.8041 -0.6305 -0.4786 -0.3483 -0.2492 -0.1795
 -0.1341 -0.1078 -0.0946 -0.0882 -0.0843 -0.0807 -0.0768 -0.0720 -0.0666 -0.0614
 -0.0571
 -3.5043 -3.1098 -2.7717 -2.4737 -2.2050 -1.9643 -1.7522 -1.5689 -1.4139 -1.2819
 -1.1671 -1.0647 -0.9711 -0.8847 -0.8043 -0.6291 -0.4811 -0.3537 -0.2515
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F547M
 -3.9764 -3.6403 -3.2445 -2.9038 -2.6031 -2.3436 -2.1322 -1.9463 -1.7733 -1.6061
 -1.4493 -1.3049 -1.1748 -1.0589 -0.9552 -0.7369 -0.5568 -0.4014 -0.2683
 -3.5415 -3.4505 -3.1713 -2.8295 -2.5260 -2.2580 -2.0378 -1.8497 -1.6780 -1.5143
 -1.3609 -1.2202 -1.0936 -0.9813 -0.8815 -0.6755 -0.5104 -0.3717 -0.2551 -0.1605
 -3.2702 -3.0585 -2.9788 -2.7898 -2.4935 -2.2212 -1.9857 -1.7911 -1.6202 -1.4607
 -1.3112 -1.1734 -1.0491 -0.9386 -0.8405 -0.6398 -0.4825 -0.3538 -0.2479 -0.1624
 -0.0945
 -3.1781 -2.8910 -2.6773 -2.5575 -2.4481 -2.2140 -1.9706 -1.7613 -1.5869 -1.4303
 -1.2847 -1.1497 -1.0272 -0.9177 -0.8203 -0.6211 -0.4672 -0.3441 -0.2450 -0.1664
 -0.1041 -0.0527
 -3.1362 -2.8322 -2.5766 -2.3688 -2.2123 -2.1091 -1.9667 -1.7619 -1.5729 -1.4141
 -1.2719 -1.1398 -1.0188 -0.9101 -0.8129 -0.6133 -0.4600 -0.3394 -0.2447 -0.1710
 -0.1136 -0.0665 -0.0262  0.0096
 -3.1322 -2.8106 -2.5403 -2.3100 -2.1145 -1.9489 -1.8177 -1.7125 -1.5762 -1.4124
 -1.2672 -1.1375 -1.0181 -0.9100 -0.8130 -0.6124 -0.4577 -0.3377 -0.2453 -0.1751
 -0.1219 -0.0794 -0.0430 -0.0110  0.0171  0.0408  0.0594  0.0711  0.0745  0.0695
 -3.1687 -2.8233 -2.5331 -2.2896 -2.0816 -1.9008 -1.7416 -1.6017 -1.4859 -1.3837
 -1.2660 -1.1412 -1.0222 -0.9143 -0.8174 -0.6157 -0.4588 -0.3375 -0.2457 -0.1777
 -0.1280 -0.0901 -0.0583 -0.0302 -0.0050  0.0172  0.0361  0.0504  0.0581  0.0554
  0.0446
 -3.2387 -2.8742 -2.5580 -2.2935 -2.0724 -1.8840 -1.7188 -1.5702 -1.4356 -1.3160
 -1.2134 -1.1207 -1.0234 -0.9217 -0.8245 -0.6214 -0.4623 -0.3383 -0.2457 -0.1784
 -0.1309 -0.0970 -0.0705 -0.0474 -0.0263 -0.0070  0.0117  0.0273  0.0371  0.0388
  0.0310
 -3.3397 -2.9544 -2.6163 -2.3256 -2.0829 -1.8811 -1.7093 -1.5581 -1.4212 -1.2956
 -1.1815 -1.0807 -0.9923 -0.9093 -0.8258 -0.6267 -0.4658 -0.3389 -0.2442 -0.1762
 -0.1298 -0.0991 -0.0776 -0.0602 -0.0444 -0.0296 -0.0159 -0.0034  0.0069  0.0127
  0.0138
 -3.4691 -3.0660 -2.7116 -2.3982 -2.1286 -1.9038 -1.7172 -1.5586 -1.4194 -1.2934
 -1.1776 -1.0719 -0.9768 -0.8914 -0.8139 -0.6343 -0.4725 -0.3428 -0.2445 -0.1742
 -0.1268 -0.0972 -0.0795 -0.0677 -0.0580 -0.0488 -0.0399 -0.0311 -0.0230 -0.0167
 -0.0133
 -3.6206 -3.1985 -2.8311 -2.5027 -2.2116 -1.9601 -1.7495 -1.5744 -1.4262 -1.2967
 -1.1804 -1.0740 -0.9766 -0.8880 -0.8074 -0.6343 -0.4805 -0.3484 -0.2463 -0.1724
 -0.1227 -0.0924 -0.0764 -0.0689 -0.0650 -0.0620 -0.0590 -0.0554 -0.0514 -0.0477
 -0.0443
 -3.7908 -3.3470 -2.9673 -2.6290 -2.3243 -2.0524 -1.8161 -1.6165 -1.4502 -1.3095
 -1.1879 -1.0797 -0.9816 -0.8918 -0.8094 -0.6329 -0.4854 -0.3559 -0.2502
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = F547M
 -3.9520 -3.5150 -3.1235 -2.8030 -2.5275 -2.2776 -2.0678 -1.8817 -1.7140 -1.5532
 -1.4013 -1.2603 -1.1322 -1.0177 -0.9156 -0.7033 -0.5324 -0.3861 -0.2591
 -3.6694 -3.4572 -3.0900 -2.7463 -2.4579 -2.2039 -1.9889 -1.8032 -1.6344 -1.4763
 -1.3271 -1.1889 -1.0635 -0.9518 -0.8527 -0.6504 -0.4914 -0.3590 -0.2463 -0.1523
 -3.2986 -3.1823 -3.0518 -2.7422 -2.4338 -2.1711 -1.9459 -1.7559 -1.5877 -1.4324
 -1.2865 -1.1509 -1.0273 -0.9169 -0.8190 -0.6205 -0.4674 -0.3425 -0.2387 -0.1530
 -0.0841
 -3.1962 -2.9193 -2.7646 -2.6802 -2.4455 -2.1707 -1.9330 -1.7323 -1.5616 -1.4086
 -1.2660 -1.1330 -1.0110 -0.9013 -0.8036 -0.6055 -0.4545 -0.3337 -0.2355 -0.1557
 -0.0921 -0.0403
 -3.1749 -2.8549 -2.6015 -2.4202 -2.3152 -2.1767 -1.9471 -1.7320 -1.5512 -1.3970
 -1.2573 -1.1269 -1.0066 -0.8974 -0.7997 -0.6003 -0.4489 -0.3298 -0.2348 -0.1594
 -0.1001 -0.0524 -0.0121  0.0229
 -3.1974 -2.8486 -2.5641 -2.3309 -2.1444 -2.0034 -1.8967 -1.7476 -1.5612 -1.3954
 -1.2552 -1.1275 -1.0088 -0.9003 -0.8025 -0.6015 -0.4481 -0.3287 -0.2354 -0.1629
 -0.1072 -0.0635 -0.0270  0.0047  0.0330  0.0564  0.0733  0.0824  0.0837  0.0792
 -3.2675 -2.8827 -2.5693 -2.3123 -2.0993 -1.9202 -1.7680 -1.6439 -1.5363 -1.4060
 -1.2599 -1.1317 -1.0149 -0.9072 -0.8093 -0.6067 -0.4508 -0.3296 -0.2364 -0.1655
 -0.1125 -0.0726 -0.0404 -0.0126  0.0119  0.0332  0.0514  0.0643  0.0695  0.0661
  0.0560
 -3.3771 -2.9626 -2.6128 -2.3278 -2.0950 -1.8999 -1.7326 -1.5848 -1.4548 -1.3434
 -1.2424 -1.1343 -1.0234 -0.9163 -0.8185 -0.6146 -0.4560 -0.3320 -0.2374 -0.1668
 -0.1155 -0.0786 -0.0509 -0.0279 -0.0075  0.0108  0.0265  0.0394  0.0482  0.0504
  0.0420
 -3.5192 -3.0762 -2.6967 -2.3765 -2.1159 -1.9032 -1.7247 -1.5697 -1.4311 -1.3058
 -1.1940 -1.0958 -1.0071 -0.9175 -0.8264 -0.6219 -0.4615 -0.3344 -0.2374 -0.1659
 -0.1152 -0.0807 -0.0570 -0.0392 -0.0239 -0.0099  0.0025  0.0134  0.0220  0.0270
  0.0256
 -3.6865 -3.2277 -2.8243 -2.4728 -2.1771 -1.9360 -1.7392 -1.5741 -1.4306 -1.3018
 -1.1844 -1.0782 -0.9836 -0.8993 -0.8206 -0.6324 -0.4701 -0.3402 -0.2396 -0.1657
 -0.1139 -0.0800 -0.0591 -0.0460 -0.0362 -0.0277 -0.0198 -0.0125 -0.0060 -0.0015
  0.0001
 -3.8702 -3.3952 -2.9783 -2.6069 -2.2819 -2.0072 -1.7817 -1.5970 -1.4423 -1.3082
 -1.1885 -1.0798 -0.9809 -0.8918 -0.8112 -0.6366 -0.4800 -0.3476 -0.2433 -0.1658
 -0.1117 -0.0769 -0.0570 -0.0473 -0.0427 -0.0399 -0.0376 -0.0352 -0.0327 -0.0307
 -0.0286
 -4.0693 -3.5759 -3.1473 -2.7645 -2.4216 -2.1203 -1.8632 -1.6497 -1.4740 -1.3269
 -1.2004 -1.0886 -0.9877 -0.8960 -0.8126 -0.6358 -0.4881 -0.3568 -0.2491
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = F547M
 -3.8936 -3.4227 -3.0385 -2.7333 -2.4708 -2.2309 -2.0241 -1.8329 -1.6654 -1.5119
 -1.3646 -1.2267 -1.1005 -0.9868 -0.8852 -0.6754 -0.5099 -0.3711 -0.2499
 -3.6313 -3.4125 -3.0152 -2.6810 -2.4038 -2.1612 -1.9525 -1.7663 -1.5997 -1.4465
 -1.3012 -1.1657 -1.0416 -0.9301 -0.8308 -0.6293 -0.4738 -0.3457 -0.2366 -0.1436
 -3.3924 -3.3171 -3.0317 -2.6847 -2.3843 -2.1284 -1.9132 -1.7263 -1.5609 -1.4097
 -1.2672 -1.1340 -1.0116 -0.9010 -0.8026 -0.6038 -0.4528 -0.3308 -0.2289 -0.1433
 -0.0731
 -3.2123 -2.9810 -2.9067 -2.7074 -2.4037 -2.1312 -1.9011 -1.7073 -1.5401 -1.3902
 -1.2507 -1.1200 -0.9990 -0.8890 -0.7906 -0.5915 -0.4417 -0.3228 -0.2254 -0.1449
 -0.0796 -0.0269
 -3.1954 -2.8704 -2.6413 -2.5247 -2.4086 -2.1600 -1.9147 -1.7068 -1.5328 -1.3814
 -1.2443 -1.1161 -0.9968 -0.8875 -0.7889 -0.5880 -0.4373 -0.3194 -0.2246 -0.1477
 -0.0863 -0.0373  0.0034  0.0385
 -3.2396 -2.8680 -2.5784 -2.3567 -2.2015 -2.0985 -1.9411 -1.7288 -1.5396 -1.3814
 -1.2437 -1.1180 -1.0005 -0.8921 -0.7934 -0.5906 -0.4375 -0.3189 -0.2252 -0.1508
 -0.0924 -0.0467 -0.0096  0.0220  0.0494  0.0716  0.0874  0.0957  0.0960  0.0907
 -3.3420 -2.9184 -2.5877 -2.3258 -2.1164 -1.9495 -1.8195 -1.7082 -1.5618 -1.3943
 -1.2484 -1.1230 -1.0076 -0.9003 -0.8019 -0.5972 -0.4413 -0.3206 -0.2265 -0.1535
 -0.0973 -0.0545 -0.0211  0.0069  0.0310  0.0515  0.0681  0.0792  0.0832  0.0787
  0.0681
 -3.4946 -3.0247 -2.6446 -2.3457 -2.1070 -1.9121 -1.7487 -1.6087 -1.4903 -1.3822
 -1.2602 -1.1313 -1.0167 -0.9108 -0.8128 -0.6066 -0.4480 -0.3243 -0.2285 -0.1554
 -0.1005 -0.0602 -0.0302 -0.0065  0.0137  0.0313  0.0458  0.0576  0.0646  0.0643
  0.0551
 -3.6797 -3.1774 -2.7519 -2.4063 -2.1329 -1.9144 -1.7341 -1.5797 -1.4432 -1.3221
 -1.2155 -1.1173 -1.0185 -0.9195 -0.8230 -0.6161 -0.4553 -0.3284 -0.2300 -0.1557
 -0.1012 -0.0625 -0.0357 -0.0164 -0.0008  0.0126  0.0240  0.0339  0.0409  0.0432
  0.0398
 -3.8891 -3.3675 -2.9117 -2.5237 -2.2057 -1.9529 -1.7504 -1.5825 -1.4380 -1.3091
 -1.1927 -1.0882 -0.9948 -0.9105 -0.8277 -0.6286 -0.4658 -0.3361 -0.2341 -0.1572
 -0.1015 -0.0631 -0.0383 -0.0227 -0.0120 -0.0035  0.0035  0.0096  0.0142  0.0180
  0.0163
 -4.1098 -3.5753 -3.1023 -2.6865 -2.3299 -2.0356 -1.7990 -1.6084 -1.4505 -1.3147
 -1.1940 -1.0848 -0.9859 -0.8974 -0.8174 -0.6380 -0.4773 -0.3454 -0.2399 -0.1593
 -0.1012 -0.0618 -0.0376 -0.0244 -0.0180 -0.0147 -0.0128 -0.0114 -0.0104 -0.0103
 -0.0099
 -4.3396 -3.7892 -3.3073 -2.8769 -2.4961 -2.1671 -1.8921 -1.6681 -1.4863 -1.3357
 -1.2070 -1.0937 -0.9917 -0.8994 -0.8159 -0.6387 -0.4884 -0.3560 -0.2475
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.7179 -3.2746 -2.9293 -2.6539 -2.4036 -2.1748 -1.9791 -1.7970 -1.6299 -1.4805
 -1.3380 -1.2034 -1.0792 -0.9662 -0.8648 -0.6549 -0.4862 -0.3492 -0.2396
 -3.6685 -3.3061 -2.9230 -2.6129 -2.3530 -2.1188 -1.9202 -1.7382 -1.5731 -1.4241
 -1.2828 -1.1501 -1.0276 -0.9164 -0.8167 -0.6138 -0.4588 -0.3330 -0.2264 -0.1343
 -3.5280 -3.3340 -2.9659 -2.6232 -2.3387 -2.0943 -1.8850 -1.7034 -1.5403 -1.3921
 -1.2533 -1.1227 -1.0017 -0.8913 -0.7922 -0.5912 -0.4399 -0.3193 -0.2187 -0.1333
 -0.0620
 -3.3244 -3.1052 -2.9829 -2.6689 -2.3594 -2.0980 -1.8753 -1.6867 -1.5227 -1.3753
 -1.2389 -1.1107 -0.9911 -0.8814 -0.7822 -0.5805 -0.4300 -0.3119 -0.2150 -0.1341
 -0.0672 -0.0130
 -3.1977 -2.8898 -2.7275 -2.6477 -2.4030 -2.1255 -1.8873 -1.6866 -1.5165 -1.3680
 -1.2335 -1.1076 -0.9898 -0.8808 -0.7816 -0.5780 -0.4263 -0.3088 -0.2141 -0.1362
 -0.0728 -0.0218  0.0196  0.0550
 -3.2530 -2.8744 -2.5940 -2.4064 -2.3074 -2.1579 -1.9203 -1.7039 -1.5222 -1.3685
 -1.2333 -1.1097 -0.9938 -0.8860 -0.7870 -0.5813 -0.4271 -0.3086 -0.2147 -0.1390
 -0.0781 -0.0300  0.0085  0.0404  0.0673  0.0892  0.1042  0.1109  0.1104  0.1039
 -3.3778 -2.9318 -2.5948 -2.3368 -2.1435 -2.0072 -1.8988 -1.7364 -1.5451 -1.3782
 -1.2382 -1.1148 -1.0010 -0.8945 -0.7961 -0.5888 -0.4316 -0.3109 -0.2165 -0.1417
 -0.0828 -0.0370 -0.0014  0.0273  0.0515  0.0715  0.0871  0.0968  0.0991  0.0936
  0.0820
 -3.5718 -3.0564 -2.6570 -2.3520 -2.1142 -1.9268 -1.7761 -1.6536 -1.5399 -1.4013
 -1.2519 -1.1230 -1.0101 -0.9055 -0.8077 -0.5993 -0.4393 -0.3156 -0.2192 -0.1442
 -0.0863 -0.0424 -0.0096  0.0157  0.0364  0.0536  0.0674  0.0776  0.0827  0.0808
  0.0704
 -3.8143 -3.2416 -2.7798 -2.4180 -2.1387 -1.9196 -1.7425 -1.5932 -1.4639 -1.3508
 -1.2445 -1.1315 -1.0182 -0.9154 -0.8190 -0.6103 -0.4479 -0.3212 -0.2220 -0.1456
 -0.0879 -0.0452 -0.0148  0.0071  0.0237  0.0372  0.0480  0.0561  0.0615  0.0622
  0.0565
 -4.0803 -3.4752 -2.9681 -2.5495 -2.2169 -1.9582 -1.7543 -1.5876 -1.4453 -1.3191
 -1.2062 -1.1049 -1.0107 -0.9201 -0.8310 -0.6249 -0.4602 -0.3306 -0.2279 -0.1487
 -0.0896 -0.0471 -0.0180  0.0011  0.0138  0.0229  0.0297  0.0347  0.0378  0.0385
  0.0356
 -4.3405 -3.7278 -3.1962 -2.7380 -2.3549 -2.0466 -1.8041 -1.6117 -1.4541 -1.3192
 -1.1996 -1.0917 -0.9941 -0.9062 -0.8263 -0.6382 -0.4736 -0.3415 -0.2355 -0.1528
 -0.0911 -0.0475 -0.0187 -0.0013  0.0081  0.0128  0.0150  0.0158  0.0155  0.0138
  0.0118
 -4.5949 -3.9994 -3.4394 -2.9620 -2.5440 -2.1922 -1.9037 -1.6735 -1.4896 -1.3386
 -1.2103 -1.0974 -0.9957 -0.9038 -0.8049 -0.6502 -0.4881 -0.3539 -0.2448
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = F547M
 -3.5824 -3.1838 -2.8603 -2.6045 -2.3591 -2.1390 -1.9435 -1.7664 -1.6026 -1.4581
 -1.3193 -1.1880 -1.0658 -0.9540 -0.8528 -0.6415 -0.4723 -0.3365 -0.2293
 -3.6698 -3.2196 -2.8541 -2.5623 -2.3164 -2.0904 -1.8922 -1.7154 -1.5524 -1.4078
 -1.2702 -1.1404 -1.0197 -0.9093 -0.8092 -0.6039 -0.4474 -0.3220 -0.2166 -0.1254
 -3.4720 -3.2929 -2.8981 -2.5723 -2.3039 -2.0689 -1.8636 -1.6853 -1.5238 -1.3793
 -1.2437 -1.1158 -0.9965 -0.8867 -0.7871 -0.5832 -0.4300 -0.3092 -0.2090 -0.1237
 -0.0514
 -3.3045 -3.2407 -2.9676 -2.6209 -2.3213 -2.0724 -1.8557 -1.6706 -1.5091 -1.3640
 -1.2304 -1.1046 -0.9868 -0.8778 -0.7783 -0.5735 -0.4207 -0.3021 -0.2052 -0.1238
 -0.0554  0.0008
