 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F547M
 -5.3378 -4.9889 -4.6607 -4.3421 -4.0329 -3.7364 -3.4531 -3.1542 -2.7680 -2.3418
 -1.9441 -1.6099 -1.3458 -1.1416 -0.9823 -0.6994 -0.5000 -0.3524 -0.2448 -0.1645
 -0.1025 -0.0539 -0.0153  0.0165  0.0431  0.0651  0.0816  0.0907  0.0921  0.0880
 -4.9655 -4.5516 -4.2207 -3.9500 -3.7083 -3.4696 -3.2147 -2.9411 -2.6381 -2.2887
 -1.9391 -1.6277 -1.3690 -1.1625 -0.9983 -0.7090 -0.5083 -0.3588 -0.2496 -0.1698
 -0.1097 -0.0637 -0.0281  0.0004  0.0242  0.0444  0.0608  0.0728  0.0779  0.0749
  0.0659
 -4.8418 -4.3508 -3.9371 -3.5996 -3.3234 -3.0855 -2.8634 -2.6418 -2.4039 -2.1444
 -1.8748 -1.6146 -1.3800 -1.1803 -1.0155 -0.7200 -0.5178 -0.3666 -0.2550 -0.1743
 -0.1153 -0.0715 -0.0388 -0.0139  0.0062  0.0235  0.0379  0.0497  0.0575  0.0590
  0.0516
 -4.8700 -4.3248 -3.8463 -3.4396 -3.1008 -2.8183 -2.5740 -2.3505 -2.1341 -1.9144
 -1.6992 -1.5028 -1.3267 -1.1665 -1.0206 -0.7295 -0.5259 -0.3736 -0.2598 -0.1772
 -0.1183 -0.0762 -0.0463 -0.0250 -0.0090  0.0042  0.0154  0.0239  0.0298  0.0332
  0.0345
 -4.9880 -4.4088 -3.8842 -3.4225 -3.0279 -2.6953 -2.4156 -2.1747 -1.9591 -1.7576
 -1.5654 -1.3885 -1.2343 -1.1035 -0.9892 -0.7389 -0.5362 -0.3828 -0.2667 -0.1814
 -0.1211 -0.0794 -0.0513 -0.0330 -0.0211 -0.0124 -0.0055  0.0006  0.0057  0.0087
  0.0095
 -5.1051 -4.5277 -3.9808 -3.4853 -3.0475 -2.6718 -2.3543 -2.0876 -1.8602 -1.6617
 -1.4836 -1.3220 -1.1777 -1.0524 -0.9452 -0.7305 -0.5451 -0.3917 -0.2739 -0.1858
 -0.1231 -0.0806 -0.0533 -0.0371 -0.0286 -0.0244 -0.0223 -0.0207 -0.0195 -0.0188
 -0.0234
 -5.1835 -4.6250 -4.0870 -3.5802 -3.1169 -2.7109 -2.3616 -2.0674 -1.8214 -1.6142
 -1.4370 -1.2825 -1.1465 -1.0266 -0.8886 -0.7043 -0.5526 -0.4003 -0.2814
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = F547M
 -6.5641 -6.3397 -6.2984 -6.2983 -6.2010 -5.8949 -5.2898 -4.3935 -3.4718 -2.6581
 -2.0665 -1.6696 -1.3969 -1.1976 -1.0416 -0.7516 -0.5400 -0.3775 -0.2439
 -6.2415 -5.9737 -5.7700 -5.6213 -5.4960 -5.3128 -4.9385 -4.1938 -3.3543 -2.5954
 -2.0240 -1.6293 -1.3557 -1.1565 -1.0015 -0.7162 -0.5109 -0.3564 -0.2356 -0.1376
 -6.0284 -5.7035 -5.4470 -5.2545 -5.1017 -4.9310 -4.6310 -4.0395 -3.3079 -2.6026
 -2.0401 -1.6357 -1.3511 -1.1448 -0.9866 -0.7006 -0.4971 -0.3464 -0.2314 -0.1397
 -0.0656
 -5.9023 -5.5224 -5.2051 -4.9543 -4.7592 -4.5823 -4.3440 -3.8928 -3.2744 -2.6335
 -2.0850 -1.6700 -1.3704 -1.1525 -0.9875 -0.6973 -0.4932 -0.3433 -0.2313 -0.1438
 -0.0737 -0.0173
 -5.8115 -5.4000 -5.0366 -4.7290 -4.4783 -4.2695 -4.0565 -3.7241 -3.2218 -2.6570
 -2.1367 -1.7186 -1.4052 -1.1739 -0.9997 -0.7014 -0.4959 -0.3448 -0.2337 -0.1489
 -0.0820 -0.0283  0.0149  0.0508
 -5.5119 -5.2228 -4.8723 -4.5503 -4.2624 -4.0095 -3.7808 -3.5208 -3.1321 -2.6535
 -2.1777 -1.7690 -1.4479 -1.2045 -1.0200 -0.7102 -0.5028 -0.3498 -0.2378 -0.1543
 -0.0897 -0.0385  0.0022  0.0349  0.0621  0.0835  0.0981  0.1054  0.1056  0.1003
 -5.1361 -4.7983 -4.5231 -4.2759 -4.0341 -3.7895 -3.5420 -3.2949 -2.9973 -2.6106
 -2.1941 -1.8102 -1.4910 -1.2399 -1.0459 -0.7224 -0.5122 -0.3572 -0.2431 -0.1595
 -0.0965 -0.0476 -0.0094  0.0207  0.0449  0.0645  0.0799  0.0899  0.0930  0.0888
  0.0787
 -4.8993 -4.4693 -4.1215 -3.8498 -3.6317 -3.4404 -3.2511 -3.0425 -2.7997 -2.5066
 -2.1681 -1.8287 -1.5261 -1.2751 -1.0748 -0.7369 -0.5229 -0.3662 -0.2496 -0.1645
 -0.1021 -0.0550 -0.0193  0.0079  0.0289  0.0459  0.0592  0.0694  0.0751  0.0745
  0.0659
 -4.8639 -4.3686 -3.9443 -3.5930 -3.3100 -3.0795 -2.8798 -2.6918 -2.4932 -2.2672
 -2.0167 -1.7609 -1.5150 -1.2910 -1.0977 -0.7514 -0.5325 -0.3746 -0.2558 -0.1685
 -0.1056 -0.0599 -0.0264 -0.0021  0.0155  0.0289  0.0393  0.0478  0.0533  0.0544
  0.0502
 -4.9590 -4.4159 -3.9376 -3.5208 -3.1703 -2.8797 -2.6368 -2.4245 -2.2257 -2.0254
 -1.8148 -1.6052 -1.4124 -1.2407 -1.0869 -0.7691 -0.5451 -0.3852 -0.2644 -0.1744
