 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F098M
  0.8191  0.7628  0.7025  0.6401  0.5780  0.5174  0.4582  0.4005  0.3435  0.2863
  0.2276
  1.2719  1.2858  1.2932  1.2943  1.2907  1.2831  1.2720  1.2570  1.2377  1.2140
  1.1869  1.1583  1.1297  1.1018  1.0746  1.0160  0.9822  0.9537  0.9167  0.8724
  0.8212  0.7642  0.7027  0.6382  0.5733  0.5097  0.4477  0.3876  0.3289  0.2708
  0.2131
  1.2887  1.2964  1.2991  1.2975  1.2909  1.2807  1.2680  1.2532  1.2364  1.2173
  1.1958  1.1726  1.1488  1.1257  1.1035  1.0491  0.9993  0.9610  0.9224  0.8772
  0.8258  0.7685  0.7062  0.6403  0.5729  0.5061  0.4409  0.3777  0.3164  0.2565
  0.1970
  1.3171  1.3218  1.3170  1.3095  1.2996  1.2866  1.2714  1.2549  1.2378  1.2201
  1.2017  1.1824  1.1624  1.1422  1.1220  1.0939  1.0271  0.9715  0.9310
 [Fe/H] = -0.50 [alpha/Fe] = 0.40 BC value = F098M
  0.7963  0.7703  0.7534  0.7501  0.7774  0.8273  0.8868  0.9451  0.9892  1.0029
  1.0042  1.0049  1.0094  1.0171  1.0264  1.0453  1.0505  1.0416  1.0161
  0.9471  0.9170  0.8910  0.8742  0.8709  0.8848  0.9179  0.9651  0.9957  1.0036
  1.0006  0.9971  0.9977  1.0026  1.0099  1.0248  1.0264  1.0144  0.9889  0.9507
  1.0812  1.0517  1.0210  0.9939  0.9749  0.9674  0.9742  0.9954  1.0119  1.0136
  1.0063  0.9981  0.9940  0.9951  0.9998  1.0110  1.0097  0.9949  0.9674  0.9288
  0.8818
  1.1901  1.1670  1.1370  1.1050  1.0754  1.0520  1.0378  1.0358  1.0373  1.0318
  1.0196  1.0065  0.9971  0.9934  0.9946  1.0018  0.9980  0.9810  0.9516  0.9123
  0.8655  0.8138
  1.2645  1.2542  1.2319  1.2018  1.1682  1.1352  1.1064  1.0855  1.0719  1.0575
  1.0398  1.0215  1.0065  0.9973  0.9940  0.9959  0.9899  0.9710  0.9402  0.9000
  0.8531  0.8013  0.7469  0.6924
  1.2957  1.3032  1.2956  1.2762  1.2470  1.2120  1.1755  1.1418  1.1144  1.0904
  1.0664  1.0427  1.0221  1.0069  0.9982  0.9929  0.9846  0.9641  0.9322  0.8913
  0.8438  0.7916  0.7365  0.6803  0.6242  0.5682  0.5114  0.4519  0.3904  0.3303
  1.2803  1.3067  1.3203  1.3192  1.3039  1.2768  1.2412  1.2005  1.1624  1.1292
  1.0986  1.0696  1.0435  1.0223  1.0076  0.9930  0.9819  0.9598  0.9270  0.8854
  0.8372  0.7844  0.7283  0.6706  0.6130  0.5559  0.4990  0.4417  0.3821  0.3201
  0.2592
  1.2632  1.2897  1.3087  1.3190  1.3195  1.3094  1.2891  1.2585  1.2178  1.1753
  1.1359  1.1007  1.0698  1.0435  1.0228  0.9966  0.9817  0.9581  0.9243  0.8821
  0.8333  0.7797  0.7223  0.6629  0.6033  0.5444  0.4863  0.4289  0.3709  0.3109
  0.2483
  1.2585  1.2817  1.2980  1.3082  1.3120  1.3088  1.2979  1.2795  1.2530  1.2188
  1.1806  1.1416  1.1043  1.0714  1.0444  1.0043  0.9842  0.9586  0.9236  0.8807
  0.8312  0.7765  0.7179  0.6567  0.5947  0.5334  0.4731  0.4133  0.3539  0.2950
  0.2365
  1.2608  1.2821  1.2954  1.3026  1.3047  1.3018  1.2940  1.2807  1.2616  1.2365
  1.2067  1.1745  1.1417  1.1098  1.0795  1.0206  0.9900  0.9621  0.9259  0.8824
  0.8325  0.7770  0.7174  0.6547  0.5905  0.5265  0.4637  0.4023  0.3422  0.2826
  0.2234
  1.2693  1.2872  1.2986  1.3034  1.3028  1.2979  1.2892  1.2772  1.2615  1.2416
  1.2180  1.1916  1.1642  1.1373  1.1115  1.0513  1.0028  0.9686  0.9309  0.8866
  0.8362  0.7803  0.7199  0.6560  0.5899  0.5234  0.4576  0.3934  0.3308  0.2695
  0.2090
  1.2894  1.3007  1.3074  1.3092  1.3067  1.2996  1.2891  1.2760  1.2606  1.2432
  1.2235  1.2017  1.1785  1.1550  1.1404  1.0964  1.0226  0.9781  0.9386
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = F098M
  0.6213  0.5892  0.5748  0.5837  0.6217  0.6935  0.8024  0.9300  1.0035  1.0305
  1.0343  1.0320  1.0312  1.0340  1.0393  1.0527  1.0562  1.0466  1.0230
  0.7920  0.7541  0.7293  0.7185  0.7303  0.7699  0.8414  0.9360  1.0021  1.0275
  1.0298  1.0246  1.0206  1.0204  1.0237  1.0336  1.0337  1.0214  0.9972  0.9615
  0.9515  0.9152  0.8825  0.8593  0.8511  0.8627  0.8980  0.9570  1.0091  1.0322
  1.0334  1.0258  1.0183  1.0145  1.0148  1.0209  1.0184  1.0036  0.9770  0.9401
  0.8950
  1.0890  1.0579  1.0241  0.9932  0.9705  0.9604  0.9666  0.9926  1.0256  1.0433
  1.0431  1.0333  1.0223  1.0144  1.0111  1.0123  1.0077  0.9908  0.9624  0.9243
  0.8789  0.8284
  1.1949  1.1751  1.1466  1.1145  1.0838  1.0591  1.0441  1.0426  1.0535  1.0616
  1.0581  1.0461  1.0317  1.0196  1.0121  1.0070  1.0001  0.9817  0.9518  0.9127
  0.8668  0.8161  0.7624  0.7079
  1.2566  1.2546  1.2398  1.2150  1.1846  1.1531  1.1248  1.1039  1.0933  1.0882
  1.0788  1.0636  1.0458  1.0297  1.0177  1.0047  0.9950  0.9751  0.9443  0.9043
