 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F390M
 -0.6471 -0.4124 -0.2168 -0.0550  0.0782  0.1899  0.2852  0.3683  0.4421  0.5087
  0.5657
 -4.6766 -4.3610 -4.0902 -3.8647 -3.6840 -3.5439 -3.4381 -3.3633 -3.3181 -3.2790
 -3.2276 -3.1573 -3.0664 -2.9543 -2.8192 -2.3926 -1.9413 -1.5522 -1.2188 -0.9196
 -0.6533 -0.4266 -0.2384 -0.0832  0.0433  0.1472  0.2337  0.3075  0.3709  0.4253
  0.4719
 -5.1246 -4.7318 -4.3936 -4.1027 -3.8556 -3.6506 -3.4842 -3.3511 -3.2489 -3.1753
 -3.1155 -3.0564 -2.9872 -2.8979 -2.7838 -2.3944 -1.9438 -1.5489 -1.2180 -0.9281
 -0.6699 -0.4487 -0.2655 -0.1153  0.0061  0.1038  0.1831  0.2498  0.3058  0.3523
  0.3899
 -5.7449 -5.2361 -4.8049 -4.4370 -4.1225 -3.8545 -3.6287 -3.4411 -3.2875 -3.1640
 -3.0637 -2.9767 -2.8945 -2.8115 -2.7209 -2.4130 -1.9830 -1.5773 -1.2411 -0.9543
 -0.7014 -0.4827 -0.3014 -0.1536 -0.0350  0.0588  0.1327  0.1922  0.2409  0.2811
  0.3137
 -6.5984 -5.9499 -5.3871 -4.9094 -4.5039 -4.1603 -3.8688 -3.6221 -3.4142 -3.2406
 -3.0952 -2.9707 -2.8588 -2.7528 -2.6493 -2.3833 -2.0379 -1.6309 -1.2826 -0.9920
 -0.7407 -0.5225 -0.3404 -0.1926 -0.0749  0.0166  0.0866  0.1409  0.1836  0.2173
  0.2433
 -7.6226 -6.8659 -6.1808 -5.5743 -5.0483 -4.6023 -4.2247 -3.9050 -3.6340 -3.4036
 -3.2072 -3.0385 -2.8903 -2.7558 -2.5690 -2.3053 -2.1085 -1.7097 -1.3425
 [Fe/H] = -0.25 [alpha/Fe] = 0.40 BC value = F390M
 -5.7812 -5.8101 -5.8255 -5.8211 -5.7907 -5.7293 -5.6332 -5.5075 -5.3799 -5.2525
 -5.1268 -5.0023 -4.8743 -4.7336 -4.5729 -4.0878 -3.5365 -2.9673 -2.3651
 -5.2069 -5.2402 -5.2585 -5.2621 -5.2468 -5.2101 -5.1486 -5.0570 -4.9482 -4.8333
 -4.7130 -4.5870 -4.4524 -4.3032 -4.1338 -3.6413 -3.1125 -2.5830 -2.0693 -1.5833
 -4.6936 -4.7272 -4.7513 -4.7630 -4.7597 -4.7391 -4.6988 -4.6340 -4.5477 -4.4481
 -4.3380 -4.2174 -4.0849 -3.9371 -3.7703 -3.2912 -2.7893 -2.2999 -1.8333 -1.3995
 -1.0109
 -4.2681 -4.2967 -4.3214 -4.3379 -4.3428 -4.3339 -4.3091 -4.2645 -4.1982 -4.1143
 -4.0160 -3.9043 -3.7786 -3.6369 -3.4770 -3.0171 -2.5406 -2.0859 -1.6571 -1.2612
 -0.9086 -0.6037
 -3.9581 -3.9650 -3.9791 -3.9928 -4.0005 -3.9984 -3.9838 -3.9537 -3.9043 -3.8356
 -3.7497 -3.6486 -3.5322 -3.3990 -3.2477 -2.8070 -2.3499 -1.9234 -1.5267 -1.1604
 -0.8345 -0.5529 -0.3146 -0.1144
 -3.8985 -3.7860 -3.7498 -3.7383 -3.7362 -3.7330 -3.7224 -3.7007 -3.6640 -3.6090
 -3.5361 -3.4465 -3.3406 -3.2174 -3.0759 -2.6544 -2.2104 -1.8041 -1.4337 -1.0918
 -0.7860 -0.5222 -0.2989 -0.1113  0.0463  0.1808  0.2986  0.4049  0.5014  0.5827
 -4.0797 -3.8793 -3.7379 -3.6427 -3.5811 -3.5456 -3.5258 -3.5051 -3.4749 -3.4305
 -3.3692 -3.2913 -3.1969 -3.0849 -2.9543 -2.5544 -2.1187 -1.7238 -1.3729 -1.0513
 -0.7609 -0.5100 -0.2983 -0.1210  0.0265  0.1496  0.2540  0.3443  0.4244  0.4966
  0.5588
 -4.4259 -4.1438 -3.9087 -3.7230 -3.5833 -3.4816 -3.4096 -3.3612 -3.3306 -3.2938
 -3.2426 -3.1756 -3.0925 -2.9923 -2.8735 -2.4990 -2.0708 -1.6792 -1.3398 -1.0338
 -0.7560 -0.5143 -0.3111 -0.1416 -0.0015  0.1134  0.2083  0.2885  0.3569  0.4155
  0.4667
