 [Fe/H] = -2.50 [alpha/Fe] = 0.40 BC value = F547M
 -4.8636 -4.3683 -3.9439 -3.5927 -3.3096 -3.0792 -2.8795 -2.6915 -2.4929 -2.2669
 -2.0164 -1.7606 -1.5147 -1.2907 -1.0974 -0.7511 -0.5322 -0.3742 -0.2554 -0.1682
 -0.1053 -0.0595 -0.0260 -0.0018  0.0158  0.0292  0.0396  0.0481  0.0537  0.0548
  0.0506
 -4.9586 -4.4155 -3.9372 -3.5205 -3.1699 -2.8793 -2.6364 -2.4241 -2.2253 -2.0250
 -1.8145 -1.6049 -1.4121 -1.2403 -1.0866 -0.7688 -0.5448 -0.3848 -0.2641 -0.1740
 -0.1093 -0.0636 -0.0315 -0.0097  0.0048  0.0143  0.0209  0.0257  0.0289  0.0312
  0.0281
 -5.1014 -4.5442 -4.0259 -3.5613 -3.1565 -2.8113 -2.5204 -2.2736 -2.0580 -1.8608
 -1.6710 -1.4865 -1.3141 -1.1618 -1.0309 -0.7686 -0.5574 -0.3953 -0.2729 -0.1803
 -0.1130 -0.0662 -0.0347 -0.0145 -0.0027  0.0032  0.0057  0.0063  0.0061  0.0047
 -0.0014
 -5.2225 -4.6764 -4.1516 -3.6601 -3.2189 -2.8315 -2.4982 -2.2150 -1.9742 -1.7660
 -1.5804 -1.4107 -1.2542 -1.1129 -0.9303 -0.7505 -0.5700 -0.4057 -0.2818
 [Fe/H] =  0.00 [alpha/Fe] = 0.40 BC value = F547M
 -6.5524 -6.3861 -6.4126 -6.4606 -6.3831 -6.0780 -5.4674 -4.5574 -3.7028 -2.8741
 -2.2126 -1.7569 -1.4464 -1.2243 -1.0557 -0.7530 -0.5375 -0.3729 -0.2387
 -6.2328 -6.0229 -5.8801 -5.7878 -5.7095 -5.5776 -5.2306 -4.4566 -3.6191 -2.8228
 -2.1827 -1.7293 -1.4159 -1.1921 -1.0228 -0.7227 -0.5115 -0.3534 -0.2304 -0.1306
 -6.0139 -5.7450 -5.5487 -5.4164 -5.3186 -5.1974 -4.9384 -4.3579 -3.5978 -2.8470
 -2.2169 -1.7519 -1.4235 -1.1893 -1.0140 -0.7103 -0.4996 -0.3442 -0.2261 -0.1320
 -0.0556
