 [Fe/H] = -2.00 [alpha/Fe] =-0.40 BC value = F547M
 -1.1081 -1.0243 -0.9440 -0.8660 -0.7901 -0.6141 -0.4663 -0.3541 -0.2752 -0.2243
 -0.1909 -0.1663 -0.1452 -0.1256 -0.1065 -0.0876 -0.0691 -0.0515 -0.0373 -0.0268
 -0.0196
 -2.3125 -2.1229 -1.9534 -1.8021 -1.6672 -1.5475 -1.4405 -1.3412 -1.2480 -1.1600
 -1.0761 -0.9963 -0.9201 -0.8460 -0.7741 -0.6072 -0.4640 -0.3521 -0.2712 -0.2178
 -0.1846 -0.1635 -0.1486 -0.1360 -0.1237 -0.1108 -0.0975 -0.0839 -0.0706 -0.0588
 -0.0479
 -2.3072 -2.1067 -1.9279 -1.7686 -1.6271 -1.5019 -1.3915 -1.2939 -1.2046 -1.1211
 -1.0423 -0.9670 -0.8948 -0.8254 -0.7584 -0.5997 -0.4607 -0.3498 -0.2680 -0.2119
 -0.1769 -0.1563 -0.1448 -0.1380 -0.1326 -0.1268 -0.1200 -0.1120 -0.1032 -0.0944
 -0.0866
 -2.3172 -2.1046 -1.9153 -1.7471 -1.5982 -1.4667 -1.3512 -1.2500 -1.1602 -1.0792
 -1.0044 -0.9340 -0.8666 -0.8014 -0.7384 -0.5900 -0.4564 -0.3467 -0.2643
 [Fe/H] = -1.50 [alpha/Fe] =-0.40 BC value = F547M
 -3.8238 -3.7102 -3.5516 -3.2751 -2.9697 -2.6842 -2.4402 -2.2282 -2.0307 -1.8437
 -1.6706 -1.5134 -1.3711 -1.2411 -1.1214 -0.8632 -0.6322 -0.4322 -0.2869
 -3.4361 -3.1981 -3.0599 -2.9697 -2.7731 -2.5145 -2.2684 -2.0559 -1.8647 -1.6850
 -1.5196 -1.3699 -1.2352 -1.1136 -1.0030 -0.7643 -0.5656 -0.4025 -0.2762 -0.1809
 -3.2143 -2.9534 -2.7367 -2.5714 -2.4750 -2.3581 -2.1553 -1.9407 -1.7514 -1.5800
 -1.4216 -1.2781 -1.1488 -1.0324 -0.9272 -0.7047 -0.5260 -0.3828 -0.2720 -0.1869
 -0.1195
 -3.0554 -2.8029 -2.5785 -2.3773 -2.2086 -2.0830 -1.9893 -1.8569 -1.6797 -1.5118
 -1.3590 -1.2209 -1.0962 -0.9835 -0.8816 -0.6680 -0.5010 -0.3709 -0.2716 -0.1950
 -0.1333 -0.0817
 -2.9329 -2.6920 -2.4736 -2.2776 -2.1014 -1.9408 -1.8015 -1.6878 -1.5895 -1.4641
 -1.3218 -1.1860 -1.0645 -0.9551 -0.8557 -0.6468 -0.4859 -0.3637 -0.2727 -0.2035
 -0.1474 -0.0998 -0.0585 -0.0235
 -2.8508 -2.6066 -2.3943 -2.2022 -2.0291 -1.8708 -1.7231 -1.5868 -1.4677 -1.3698
 -1.2736 -1.1631 -1.0475 -0.9389 -0.8412 -0.6354 -0.4769 -0.3587 -0.2730 -0.2102
 -0.1603 -0.1175 -0.0798 -0.0462 -0.0148  0.0128  0.0342  0.0478  0.0524  0.0483
 -2.7885 -2.5439 -2.3338 -2.1440 -1.9732 -1.8189 -1.6766 -1.5428 -1.4176 -1.3044
 -1.2046 -1.1156 -1.0253 -0.9298 -0.8346 -0.6298 -0.4717 -0.3545 -0.2713 -0.2133
 -0.1696 -0.1326 -0.0997 -0.0698 -0.0423 -0.0156  0.0080  0.0254  0.0344  0.0335
  0.0233
 -2.7536 -2.5044 -2.2924 -2.1010 -1.9298 -1.7762 -1.6377 -1.5096 -1.3893 -1.2762
 -1.1719 -1.0770 -0.9908 -0.9090 -0.8264 -0.6281 -0.4690 -0.3509 -0.2678 -0.2120
 -0.1735 -0.1429 -0.1159 -0.0910 -0.0676 -0.0431 -0.0198 -0.0008  0.0113  0.0147
  0.0081
 -2.7511 -2.4903 -2.2693 -2.0733 -1.8980 -1.7419 -1.6030 -1.4775 -1.3620 -1.2536
 -1.1518 -1.0568 -0.9685 -0.8866 -0.8093 -0.6260 -0.4673 -0.3472 -0.2625 -0.2066
 -0.1710 -0.1463 -0.1259 -0.1073 -0.0892 -0.0715 -0.0544 -0.0397 -0.0276 -0.0179
 -0.0103
 -2.7833 -2.5040 -2.2710 -2.0681 -1.8856 -1.7234 -1.5797 -1.4524 -1.3382 -1.2334
 -1.1355 -1.0434 -0.9567 -0.8752 -0.7983 -0.6230 -0.4695 -0.3471 -0.2593 -0.2007
 -0.1649 -0.1433 -0.1288 -0.1169 -0.1055 -0.0937 -0.0817 -0.0694 -0.0575 -0.0472
 -0.0375
 -2.8401 -2.5460 -2.2994 -2.0852 -1.8932 -1.7217 -1.5700 -1.4361 -1.3184 -1.2134
 -1.1177 -1.0288 -0.9450 -0.8657 -0.7904 -0.6189 -0.4701 -0.3483 -0.2576 -0.1957
 -0.1574 -0.1360 -0.1248 -0.1186 -0.1140 -0.1090 -0.1034 -0.0966 -0.0891 -0.0816
 -0.0751
 -2.9183 -2.6163 -2.3544 -2.1240 -1.9204 -1.7391 -1.5772 -1.4339 -1.3079 -1.1975
 -1.1002 -1.0123 -0.9310 -0.8545 -0.7817 -0.6151 -0.4697 -0.3491 -0.2567
 [Fe/H] = -1.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.9724 -3.7364 -3.3732 -3.0225 -2.7055 -2.4363 -2.2213 -2.0281 -1.8449 -1.6719
 -1.5099 -1.3621 -1.2296 -1.1109 -1.0039 -0.7750 -0.5819 -0.4145 -0.2762
 -3.4648 -3.3497 -3.2124 -2.9170 -2.6089 -2.3333 -2.1041 -1.9102 -1.7304 -1.5617
 -1.4042 -1.2609 -1.1328 -1.0189 -0.9172 -0.7039 -0.5300 -0.3838 -0.2633 -0.1684
 -3.2548 -3.0007 -2.8504 -2.7643 -2.5494 -2.2801 -2.0377 -1.8356 -1.6587 -1.4950
 -1.3420 -1.2024 -1.0772 -0.9659 -0.8666 -0.6611 -0.4978 -0.3646 -0.2568 -0.1717
 -0.1043
 -3.1472 -2.8673 -2.6358 -2.4599 -2.3546 -2.2296 -2.0129 -1.7976 -1.6154 -1.4554
 -1.3069 -1.1705 -1.0476 -0.9379 -0.8399 -0.6375 -0.4796 -0.3539 -0.2545 -0.1770
 -0.1154 -0.0641
 -3.0798 -2.7963 -2.5504 -2.3386 -2.1591 -2.0187 -1.9174 -1.7801 -1.5990 -1.4329
 -1.2879 -1.1545 -1.0335 -0.9250 -0.8277 -0.6262 -0.4702 -0.3485 -0.2546 -0.1828
 -0.1265 -0.0795 -0.0390 -0.0027
 -3.0470 -2.7552 -2.5033 -2.2839 -2.0889 -1.9175 -1.7704 -1.6496 -1.5482 -1.4223
 -1.2808 -1.1482 -1.0283 -0.9208 -0.8242 -0.6225 -0.4661 -0.3458 -0.2551 -0.1876
 -0.1364 -0.0943 -0.0575 -0.0250  0.0050  0.0307  0.0501  0.0615  0.0645  0.0609
 -3.0499 -2.7441 -2.4798 -2.2531 -2.0559 -1.8816 -1.7236 -1.5794 -1.4521 -1.3459
 -1.2495 -1.1436 -1.0300 -0.9220 -0.8252 -0.6233 -0.4652 -0.3444 -0.2549 -0.1903
 -0.1434 -0.1065 -0.0746 -0.0460 -0.0200  0.0048  0.0260  0.0413  0.0483  0.0462
  0.0364
 -3.0829 -2.7646 -2.4838 -2.2427 -2.0369 -1.8587 -1.7006 -1.5561 -1.4225 -1.3006
 -1.1932 -1.1010 -1.0136 -0.9226 -0.8300 -0.6266 -0.4666 -0.3438 -0.2537 -0.1902
 -0.1465 -0.1147 -0.0884 -0.0648 -0.0429 -0.0226 -0.0025  0.0149  0.0262  0.0289
  0.0215
 -3.1473 -2.8110 -2.5153 -2.2562 -2.0344 -1.8464 -1.6843 -1.5402 -1.4085 -1.2861
 -1.1734 -1.0721 -0.9820 -0.9006 -0.8223 -0.6299 -0.4681 -0.3426 -0.2507 -0.1868
 -0.1446 -0.1170 -0.0965 -0.0790 -0.0625 -0.0466 -0.0316 -0.0191 -0.0091 -0.0016
  0.0038
 -3.2438 -2.8908 -2.5788 -2.3037 -2.0626 -1.8568 -1.6828 -1.5333 -1.4012 -1.2808
 -1.1692 -1.0662 -0.9722 -0.8869 -0.8093 -0.6332 -0.4732 -0.3446 -0.2494 -0.1832
 -0.1402 -0.1144 -0.0987 -0.0873 -0.0771 -0.0670 -0.0570 -0.0468 -0.0373 -0.0293
 -0.0245
 -3.3637 -2.9896 -2.6658 -2.3782 -2.1219 -1.8960 -1.7029 -1.5396 -1.4003 -1.2777
 -1.1671 -1.0653 -0.9711 -0.8843 -0.8045 -0.6309 -0.4789 -0.3487 -0.2496 -0.1799
 -0.1345 -0.1082 -0.0949 -0.0886 -0.0847 -0.0811 -0.0771 -0.0723 -0.0670 -0.0618
 -0.0575
 -3.5046 -3.1102 -2.7721 -2.4741 -2.2054 -1.9647 -1.7525 -1.5692 -1.4142 -1.2822
 -1.1674 -1.0651 -0.9715 -0.8850 -0.8047 -0.6294 -0.4815 -0.3541 -0.2519
 [Fe/H] = -0.75 [alpha/Fe] =-0.40 BC value = F547M
 -3.9768 -3.6407 -3.2448 -2.9041 -2.6035 -2.3439 -2.1325 -1.9467 -1.7737 -1.6065
 -1.4496 -1.3052 -1.1752 -1.0593 -0.9556 -0.7372 -0.5572 -0.4018 -0.2686
 -3.5418 -3.4509 -3.1716 -2.8299 -2.5264 -2.2584 -2.0381 -1.8501 -1.6783 -1.5146
 -1.3613 -1.2205 -1.0940 -0.9817 -0.8819 -0.6758 -0.5107 -0.3721 -0.2555 -0.1608
 -3.2705 -3.0589 -2.9792 -2.7902 -2.4938 -2.2216 -1.9861 -1.7914 -1.6206 -1.4610
 -1.3115 -1.1737 -1.0494 -0.9389 -0.8409 -0.6402 -0.4829 -0.3542 -0.2482 -0.1628
 -0.0948
 -3.1784 -2.8913 -2.6777 -2.5579 -2.4485 -2.2144 -1.9709 -1.7617 -1.5872 -1.4306
 -1.2850 -1.1501 -1.0276 -0.9181 -0.8206 -0.6215 -0.4676 -0.3444 -0.2454 -0.1667
 -0.1044 -0.0530
 -3.1366 -2.8325 -2.5769 -2.3692 -2.2127 -2.1094 -1.9671 -1.7623 -1.5733 -1.4145
 -1.2722 -1.1401 -1.0191 -0.9104 -0.8132 -0.6137 -0.4603 -0.3398 -0.2451 -0.1713
 -0.1139 -0.0668 -0.0265  0.0093
 -3.1325 -2.8109 -2.5407 -2.3103 -2.1149 -1.9493 -1.8180 -1.7129 -1.5765 -1.4128
 -1.2675 -1.1379 -1.0185 -0.9104 -0.8134 -0.6128 -0.4581 -0.3380 -0.2457 -0.1754
 -0.1223 -0.0798 -0.0433 -0.0113  0.0168  0.0405  0.0591  0.0708  0.0741  0.0691
 -3.1690 -2.8236 -2.5334 -2.2899 -2.0819 -1.9012 -1.7420 -1.6021 -1.4863 -1.3841
 -1.2663 -1.1415 -1.0225 -0.9146 -0.8177 -0.6160 -0.4592 -0.3378 -0.2461 -0.1781
 -0.1284 -0.0904 -0.0587 -0.0306 -0.0054  0.0169  0.0358  0.0500  0.0577  0.0551
  0.0443
 -3.2391 -2.8745 -2.5583 -2.2938 -2.0727 -1.8844 -1.7191 -1.5705 -1.4359 -1.3163
 -1.2138 -1.1210 -1.0237 -0.9221 -0.8248 -0.6218 -0.4626 -0.3387 -0.2461 -0.1787
 -0.1312 -0.0973 -0.0708 -0.0477 -0.0267 -0.0074  0.0113  0.0269  0.0367  0.0384
  0.0307
 -3.3400 -2.9547 -2.6167 -2.3259 -2.0833 -1.8815 -1.7096 -1.5584 -1.4216 -1.2959
 -1.1819 -1.0811 -0.9926 -0.9097 -0.8262 -0.6270 -0.4661 -0.3393 -0.2445 -0.1766
 -0.1301 -0.0994 -0.0779 -0.0605 -0.0448 -0.0299 -0.0162 -0.0038  0.0066  0.0124
  0.0135
 -3.4694 -3.0663 -2.7119 -2.3986 -2.1290 -1.9041 -1.7175 -1.5589 -1.4197 -1.2937
 -1.1780 -1.0722 -0.9771 -0.8918 -0.8143 -0.6346 -0.4728 -0.3431 -0.2448 -0.1745
 -0.1272 -0.0976 -0.0799 -0.0681 -0.0584 -0.0491 -0.0402 -0.0315 -0.0234 -0.0170
 -0.0136
 -3.6210 -3.1988 -2.8314 -2.5030 -2.2119 -1.9604 -1.7498 -1.5748 -1.4266 -1.2971
 -1.1807 -1.0743 -0.9770 -0.8884 -0.8078 -0.6346 -0.4809 -0.3487 -0.2466 -0.1728
 -0.1231 -0.0927 -0.0767 -0.0693 -0.0654 -0.0624 -0.0593 -0.0557 -0.0517 -0.0480
 -0.0448
 -3.7912 -3.3474 -2.9677 -2.6293 -2.3247 -2.0527 -1.8164 -1.6169 -1.4505 -1.3099
 -1.1882 -1.0801 -0.9820 -0.8921 -0.8097 -0.6333 -0.4858 -0.3562 -0.2505
 [Fe/H] = -0.50 [alpha/Fe] =-0.40 BC value = F547M
 -3.9523 -3.5154 -3.1238 -2.8034 -2.5278 -2.2779 -2.0681 -1.8820 -1.7143 -1.5535
 -1.4016 -1.2607 -1.1326 -1.0180 -0.9159 -0.7036 -0.5328 -0.3865 -0.2595
 -3.6698 -3.4576 -3.0903 -2.7466 -2.4582 -2.2042 -1.9892 -1.8035 -1.6348 -1.4766
 -1.3274 -1.1892 -1.0638 -0.9521 -0.8530 -0.6508 -0.4918 -0.3593 -0.2467 -0.1527
 -3.2989 -3.1827 -3.0522 -2.7425 -2.4342 -2.1715 -1.9462 -1.7562 -1.5881 -1.4327
 -1.2868 -1.1512 -1.0277 -0.9173 -0.8194 -0.6208 -0.4677 -0.3429 -0.2390 -0.1533
 -0.0844
 -3.1965 -2.9196 -2.7650 -2.6805 -2.4458 -2.1710 -1.9334 -1.7326 -1.5619 -1.4090
 -1.2664 -1.1334 -1.0114 -0.9017 -0.8040 -0.6059 -0.4548 -0.3341 -0.2358 -0.1561
 -0.0925 -0.0407
 -3.1753 -2.8553 -2.6019 -2.4205 -2.3155 -2.1771 -1.9475 -1.7323 -1.5516 -1.3974
 -1.2576 -1.1273 -1.0069 -0.8978 -0.8000 -0.6006 -0.4492 -0.3301 -0.2352 -0.1597
 -0.1004 -0.0527 -0.0124  0.0226
 -3.1978 -2.8489 -2.5644 -2.3313 -2.1448 -2.0037 -1.8971 -1.7479 -1.5616 -1.3958
 -1.2555 -1.1278 -1.0092 -0.9007 -0.8028 -0.6018 -0.4485 -0.3291 -0.2358 -0.1633
 -0.1075 -0.0638 -0.0273  0.0044  0.0326  0.0560  0.0729  0.0820  0.0833  0.0789
 -3.2678 -2.8831 -2.5696 -2.3126 -2.0997 -1.9205 -1.7683 -1.6442 -1.5366 -1.4064
 -1.2602 -1.1321 -1.0152 -0.9075 -0.8097 -0.6070 -0.4511 -0.3299 -0.2367 -0.1659
 -0.1128 -0.0729 -0.0407 -0.0129  0.0116  0.0328  0.0510  0.0640  0.0692  0.0657
  0.0556
 -3.3773 -2.9629 -2.6131 -2.3282 -2.0954 -1.9003 -1.7330 -1.5851 -1.4551 -1.3438
 -1.2428 -1.1346 -1.0238 -0.9167 -0.8188 -0.6149 -0.4563 -0.3323 -0.2377 -0.1671
 -0.1158 -0.0790 -0.0513 -0.0282 -0.0078  0.0105  0.0261  0.0391  0.0479  0.0500
  0.0417
 -3.5195 -3.0767 -2.6971 -2.3768 -2.1162 -1.9035 -1.7250 -1.5701 -1.4315 -1.3061
 -1.1944 -1.0962 -1.0074 -0.9179 -0.8267 -0.6223 -0.4619 -0.3348 -0.2377 -0.1663
 -0.1156 -0.0810 -0.0574 -0.0395 -0.0242 -0.0103  0.0022  0.0131  0.0217  0.0267
  0.0252
 -3.6868 -3.2280 -2.8246 -2.4731 -2.1775 -1.9363 -1.7396 -1.5744 -1.4309 -1.3021
 -1.1848 -1.0785 -0.9839 -0.8996 -0.8209 -0.6327 -0.4705 -0.3406 -0.2400 -0.1660
 -0.1143 -0.0803 -0.0595 -0.0464 -0.0366 -0.0280 -0.0202 -0.0128 -0.0064 -0.0018
 -0.0003
 -3.8706 -3.3956 -2.9786 -2.6072 -2.2822 -2.0076 -1.7820 -1.5974 -1.4427 -1.3086
 -1.1889 -1.0801 -0.9812 -0.8921 -0.8115 -0.6370 -0.4804 -0.3479 -0.2437 -0.1661
 -0.1121 -0.0772 -0.0574 -0.0476 -0.0430 -0.0402 -0.0380 -0.0355 -0.0331 -0.0310
 -0.0291
 -4.0696 -3.5762 -3.1476 -2.7649 -2.4219 -2.1207 -1.8635 -1.6501 -1.4744 -1.3273
 -1.2008 -1.0889 -0.9880 -0.8963 -0.8129 -0.6361 -0.4884 -0.3571 -0.2494
 [Fe/H] = -0.25 [alpha/Fe] =-0.40 BC value = F547M
 -3.8940 -3.4230 -3.0388 -2.7337 -2.4711 -2.2312 -2.0244 -1.8333 -1.6657 -1.5122
 -1.3649 -1.2270 -1.1008 -0.9872 -0.8856 -0.6758 -0.5103 -0.3714 -0.2503
 -3.6316 -3.4129 -3.0155 -2.6814 -2.4041 -2.1615 -1.9528 -1.7667 -1.6001 -1.4468
 -1.3015 -1.1660 -1.0420 -0.9304 -0.8312 -0.6297 -0.4741 -0.3460 -0.2370 -0.1439
 -3.3928 -3.3175 -3.0320 -2.6851 -2.3846 -2.1288 -1.9135 -1.7266 -1.5613 -1.4100
 -1.2676 -1.1344 -1.0119 -0.9014 -0.8030 -0.6041 -0.4531 -0.3311 -0.2292 -0.1436
 -0.0734
 -3.2127 -2.9813 -2.9070 -2.7077 -2.4040 -2.1316 -1.9014 -1.7077 -1.5405 -1.3906
 -1.2510 -1.1203 -0.9993 -0.8894 -0.7910 -0.5918 -0.4420 -0.3232 -0.2257 -0.1453
 -0.0800 -0.0273
 -3.1957 -2.8708 -2.6416 -2.5251 -2.4089 -2.1604 -1.9151 -1.7072 -1.5331 -1.3818
 -1.2446 -1.1165 -0.9971 -0.8878 -0.7892 -0.5883 -0.4376 -0.3197 -0.2249 -0.1481
 -0.0866 -0.0376  0.0030  0.0380
 -3.2399 -2.8683 -2.5787 -2.3570 -2.2019 -2.0988 -1.9415 -1.7291 -1.5399 -1.3818
 -1.2441 -1.1183 -1.0009 -0.8924 -0.7938 -0.5909 -0.4378 -0.3192 -0.2255 -0.1512
 -0.0927 -0.0470 -0.0099  0.0217  0.0491  0.0712  0.0870  0.0953  0.0957  0.0903
 -3.3424 -2.9187 -2.5881 -2.3262 -2.1167 -1.9498 -1.8199 -1.7086 -1.5621 -1.3946
 -1.2488 -1.1234 -1.0079 -0.9007 -0.8023 -0.5975 -0.4416 -0.3209 -0.2269 -0.1538
 -0.0976 -0.0548 -0.0214  0.0066  0.0307  0.0511  0.0676  0.0788  0.0829  0.0784
  0.0677
 -3.4950 -3.0250 -2.6450 -2.3460 -2.1073 -1.9124 -1.7490 -1.6090 -1.4907 -1.3825
 -1.2606 -1.1317 -1.0170 -0.9111 -0.8131 -0.6070 -0.4483 -0.3246 -0.2288 -0.1558
 -0.1008 -0.0605 -0.0306 -0.0068  0.0134  0.0310  0.0454  0.0572  0.0643  0.0640
  0.0548
 -3.6800 -3.1777 -2.7523 -2.4066 -2.1333 -1.9148 -1.7345 -1.5801 -1.4436 -1.3224
 -1.2159 -1.1176 -1.0188 -0.9198 -0.8234 -0.6164 -0.4556 -0.3288 -0.2304 -0.1561
 -0.1016 -0.0629 -0.0361 -0.0167 -0.0012  0.0123  0.0236  0.0335  0.0406  0.0429
  0.0394
 -3.8894 -3.3678 -2.9121 -2.5241 -2.2061 -1.9533 -1.7507 -1.5828 -1.4383 -1.3094
 -1.1930 -1.0886 -0.9952 -0.9108 -0.8280 -0.6289 -0.4662 -0.3365 -0.2345 -0.1575
 -0.1018 -0.0635 -0.0387 -0.0230 -0.0123 -0.0039  0.0032  0.0092  0.0139  0.0177
  0.0159
 -4.1102 -3.5756 -3.1026 -2.6869 -2.3303 -2.0359 -1.7993 -1.6087 -1.4509 -1.3151
 -1.1944 -1.0852 -0.9862 -0.8977 -0.8178 -0.6384 -0.4777 -0.3457 -0.2402 -0.1596
 -0.1015 -0.0622 -0.0379 -0.0247 -0.0183 -0.0150 -0.0131 -0.0117 -0.0108 -0.0106
 -0.0104
 -4.3400 -3.7896 -3.3076 -2.8773 -2.4964 -2.1674 -1.8925 -1.6685 -1.4867 -1.3360
 -1.2073 -1.0940 -0.9920 -0.8998 -0.8163 -0.6391 -0.4888 -0.3564 -0.2479
 [Fe/H] =  0.00 [alpha/Fe] =-0.40 BC value = F547M
 -3.7183 -3.2749 -2.9297 -2.6543 -2.4039 -2.1751 -1.9794 -1.7973 -1.6302 -1.4808
 -1.3383 -1.2037 -1.0795 -0.9666 -0.8652 -0.6553 -0.4866 -0.3496 -0.2399
 -3.6689 -3.3064 -2.9234 -2.6132 -2.3534 -2.1192 -1.9205 -1.7385 -1.5735 -1.4244
 -1.2832 -1.1504 -1.0279 -0.9168 -0.8171 -0.6141 -0.4591 -0.3333 -0.2268 -0.1347
 -3.5284 -3.3344 -2.9662 -2.6236 -2.3390 -2.0947 -1.8854 -1.7037 -1.5407 -1.3925
 -1.2536 -1.1231 -1.0020 -0.8917 -0.7926 -0.5915 -0.4403 -0.3196 -0.2190 -0.1336
 -0.0624
 -3.3247 -3.1056 -2.9833 -2.6692 -2.3597 -2.0984 -1.8757 -1.6870 -1.5230 -1.3757
 -1.2392 -1.1110 -0.9915 -0.8817 -0.7826 -0.5809 -0.4304 -0.3123 -0.2154 -0.1344
 -0.0676 -0.0133
 -3.1980 -2.8901 -2.7279 -2.6481 -2.4034 -2.1259 -1.8877 -1.6869 -1.5168 -1.3684
 -1.2338 -1.1080 -0.9901 -0.8812 -0.7820 -0.5784 -0.4266 -0.3091 -0.2144 -0.1366
 -0.0731 -0.0221  0.0193  0.0547
 -3.2533 -2.8747 -2.5944 -2.4068 -2.3078 -2.1583 -1.9206 -1.7043 -1.5225 -1.3689
 -1.2336 -1.1100 -0.9942 -0.8864 -0.7873 -0.5817 -0.4274 -0.3090 -0.2151 -0.1393
 -0.0785 -0.0303  0.0082  0.0401  0.0669  0.0889  0.1039  0.1105  0.1100  0.1035
 -3.3781 -2.9321 -2.5952 -2.3372 -2.1439 -2.0075 -1.8991 -1.7368 -1.5455 -1.3786
 -1.2386 -1.1151 -1.0013 -0.8949 -0.7964 -0.5891 -0.4320 -0.3113 -0.2168 -0.1421
 -0.0831 -0.0373 -0.0018  0.0270  0.0511  0.0712  0.0869  0.0965  0.0988  0.0932
  0.0816
 -3.5723 -3.0567 -2.6574 -2.3523 -2.1146 -1.9272 -1.7764 -1.6540 -1.5403 -1.4017
 -1.2522 -1.1233 -1.0104 -0.9058 -0.8080 -0.5996 -0.4397 -0.3159 -0.2196 -0.1446
 -0.0866 -0.0427 -0.0099  0.0154  0.0360  0.0533  0.0670  0.0772  0.0823  0.0804
  0.0701
 -3.8143 -3.2419 -2.7802 -2.4183 -2.1391 -1.9199 -1.7428 -1.5936 -1.4643 -1.3512
 -1.2448 -1.1318 -1.0185 -0.9157 -0.8193 -0.6107 -0.4483 -0.3215 -0.2224 -0.1460
 -0.0882 -0.0456 -0.0151  0.0067  0.0234  0.0368  0.0476  0.0558  0.0612  0.0619
  0.0561
 -4.0806 -3.4755 -2.9684 -2.5498 -2.2173 -1.9586 -1.7547 -1.5879 -1.4456 -1.3195
 -1.2066 -1.1053 -1.0110 -0.9205 -0.8313 -0.6252 -0.4606 -0.3309 -0.2282 -0.1490
 -0.0900 -0.0474 -0.0184  0.0007  0.0134  0.0226  0.0294  0.0344  0.0375  0.0382
  0.0353
 -4.3407 -3.7281 -3.1965 -2.7383 -2.3552 -2.0470 -1.8044 -1.6120 -1.4544 -1.3196
 -1.1999 -1.0920 -0.9945 -0.9065 -0.8267 -0.6386 -0.4739 -0.3419 -0.2359 -0.1531
 -0.0915 -0.0479 -0.0190 -0.0017  0.0077  0.0125  0.0147  0.0155  0.0151  0.0135
  0.0113
 -4.5945 -3.9996 -3.4397 -2.9623 -2.5444 -2.1925 -1.9041 -1.6738 -1.4899 -1.3390
 -1.2106 -1.0977 -0.9961 -0.9041 -0.8055 -0.6509 -0.4882 -0.3545 -0.2455
 [Fe/H] =  0.25 [alpha/Fe] =-0.40 BC value = F547M
 -3.5827 -3.1841 -2.8606 -2.6048 -2.3594 -2.1393 -1.9438 -1.7667 -1.6029 -1.4584
 -1.3196 -1.1883 -1.0662 -0.9544 -0.8531 -0.6418 -0.4727 -0.3368 -0.2296
 -3.6702 -3.2200 -2.8544 -2.5626 -2.3167 -2.0907 -1.8925 -1.7158 -1.5527 -1.4082
 -1.2706 -1.1408 -1.0201 -0.9096 -0.8096 -0.6043 -0.4478 -0.3223 -0.2170 -0.1257
 -3.4723 -3.2933 -2.8985 -2.5727 -2.3042 -2.0692 -1.8639 -1.6857 -1.5242 -1.3797
 -1.2440 -1.1161 -0.9968 -0.8871 -0.7875 -0.5836 -0.4304 -0.3095 -0.2094 -0.1240
 -0.0517
 -3.3048 -3.2411 -2.9680 -2.6212 -2.3216 -2.0728 -1.8560 -1.6710 -1.5095 -1.3643
 -1.2308 -1.1050 -0.9872 -0.8782 -0.7786 -0.5738 -0.4211 -0.3024 -0.2056 -0.1241
 -0.0558  0.0004
